movie_id,title,rank,title_ko,title_en,year,open_date_detail,rating,runtime_min,audience_total,genres,country,directors,num_directors,cast_main,num_cast_main,cine21_score_detail,netizen_score
62627,너와 나의 5분,48,너와 나의 5분,,2024,2025-11-05,15세이상관람가,105.0,9549.0,"멜로·로맨스, 드라마",한국,엄하늘,1,"심현서, 현우석, 공민정",3,6.0,
62650,엄마를 버리러 갑니다,49,엄마를 버리러 갑니다,,2025,2025-11-05,12세이상관람가,118.0,24007.0,"드라마, 가족","한국,베트남",모홍진,1,"뚜언 쩐, 홍 다오, 정일우",3,5.0,
62663,바람이 전하는 말,50,바람이 전하는 말,,2024,2025-11-05,전체 관람가,100.0,4167.0,"뮤직, 다큐멘터리",한국,양희,1,"김희갑, 양인자, 조용필",3,6.0,
62707,구름이하는말,51,구름이하는말,,2024,2025-11-05,15세이상관람가,80.0,256.0,드라마,한국,장태구,1,"이지봄, 배선희, 이시오",3,7.0,
62733,곰돌이 푸: 피와 꿀2,52,곰돌이 푸: 피와 꿀2,,2024,2025-11-05,청소년 관람불가,93.0,315.0,"스릴러, 공포",미국,리스 프레이크-워터필드,1,"스콧 챔버스, 탈룰라 에반스, 라이언 올리바",3,,
62712,리그레팅 유,53,리그레팅 유,,2025,2025-11-05,15세이상관람가,115.0,1024.0,"멜로·로맨스, 드라마",미국,조쉬 분,1,"앨리슨 윌리엄스, 맥케나 그레이스, 데이브 프랭코",3,,
62735,투 헤븐,54,투 헤븐,,2025,2025-11-05,,90.0,1103.0,다큐멘터리,한국,김상철,1,"김헌수, 김소임",2,,
62715,신세기 에반게리온 극장판 사도신생,55,신세기 에반게리온 극장판 사도신생,,1997,2025-10-31,,69.0,23249.0,"애니메이션, SF",일본,안노 히데아키,1,"하야시바라 메구미, 오가타 메구미",2,,
62654,아이돌리쉬 세븐 퍼스트 비트! 극장총집편 전편,56,아이돌리쉬 세븐 퍼스트 비트! 극장총집편 전편,,2025,2025-10-31,전체 관람가,105.0,5101.0,애니메이션,일본,벳쇼 마코토,1,"마스다 토시키, 시라이 유스케, 요나가 츠바사",3,,
62769,말할 수 없는 비밀: 마지막 챕터 말할 수 없는 비밀: 마지막 챕터,57,말할 수 없는 비밀: 마지막 챕터,,2025,2025-10-30,전체 관람가,114.0,14253.0,멜로·로맨스,일본,카와이 하야토,1,"쿄모토 타이가, 후루카와 코도네, 요코타 마유",3,,
8595,이노센스,58,이노센스,,2004,2025-10-29,12세이상관람가,99.0,34738.0,"애니메이션, SF",일본,오시이 마모루,1,"오오츠카 아키오, 타나카 아츠코, 야마데라 코이치",3,7.0,7.62
59713,하얀 차를 탄 여자,59,하얀 차를 탄 여자,,2022,2025-10-29,15세이상관람가,108.0,20332.0,"스릴러, 서스펜스",한국,고혜진,1,"정려원, 이정은, 김정민",3,6.0,
61148,바얌섬,60,바얌섬,,2023,2025-10-29,15세이상관람가,115.0,1089.0,"판타지, 미스터리",한국,김유민,1,"이상훈, 김기태, 이청빈",3,6.4,
62217,퍼스트 라이드,61,퍼스트 라이드,,2025,2025-10-29,12세이상관람가,116.0,734321.0,"코미디, 드라마",한국,남대중,1,"강하늘, 김영광, 차은우",3,4.5,5.17
62354,블랙폰 2,62,블랙폰 2,,2025,2025-10-29,15세이상관람가,114.0,9230.0,공포,미국,스콧 데릭슨,1,"에단 호크, 메이슨 테임즈, 매들린 맥그로우",3,6.0,
62631,지드래곤 인 시네마 [위버맨쉬],63,지드래곤 인 시네마 [위버맨쉬],,2025,2025-10-29,12세이상관람가,106.0,24049.0,뮤직,한국,변진호,1,G-드래곤,1,,
62636,검은뱀,64,검은뱀,,2024,2025-10-29,청소년 관람불가,98.0,456.0,"액션, 범죄",한국,박도환,1,"부정우, 김화인, 문영동",3,,
62637,라리랑,65,라리랑,,2023,2025-10-29,12세이상관람가,110.0,2405.0,"코미디, 드라마, 가족",한국,나선희,1,"김종구, 정애화, 이주우",3,5.0,
62638,베이비걸,66,베이비걸,,2024,2025-10-29,청소년 관람불가,114.0,22656.0,"스릴러, 멜로·로맨스",미국,할리나 레인,1,"니콜 키드먼, 해리스 디킨슨, 안토니오 반데라스",3,5.75,
62662,베일리와 버드,67,베일리와 버드,,2024,2025-10-29,15세이상관람가,118.0,1355.0,드라마,"영국,미국,프랑스,독일",안드레아 아놀드,1,"니키야 애덤스, 배리 키오건, 프란츠 로고브스키",3,6.67,
62688,1980 사북,68,1980 사북,,2024,2025-10-29,12세이상관람가,128.0,7508.0,다큐멘터리,,박봉남,1,"이원갑, 강윤호, 이명득",3,6.5,9.5
62732,타타르인의 사막,69,타타르인의 사막,,1976,2025-10-29,12세이상관람가,148.0,729.0,드라마,이탈리아,발레리오 추를리니,1,"자크 페렝, 막스 폰 쉬도브, 헬무트 그리엠",3,,
62515,경성유랑극단,70,경성유랑극단,,2025,2025-10-24,12세이상관람가,99.0,4311.0,"전쟁, 뮤지컬, 드라마",한국,박진용,1,"박도욱, 조상웅, 김연준",3,,
62682,은혼 가부키쵸 사천왕편 온 씨어터,71,은혼 가부키쵸 사천왕편 온 씨어터,,2025,2025-10-24,15세이상관람가,105.0,5214.0,애니메이션,일본,후지타 요이치,1,"스키타 토모카즈, 사카구치 다이스케",2,,
62580,스퍼마게돈: 사정의 날,72,스퍼마게돈: 사정의 날,,2024,2025-10-23,청소년 관람불가,80.0,318.0,"뮤지컬, 애니메이션",노르웨이,"토미 워콜라, 라스무스 A. 실버센",2,,0,4.67,
36917,늑대아이,73,늑대아이,,2012,2025-10-22,전체 관람가,117.0,347685.0,"판타지, 애니메이션",일본,호소다 마모루,1,"미야자키 아오이, 오오사와 다카오, 쿠로키 하루",3,8.2,8.37
